Armspan_cm,Height_cm
157.0,155.0
152.4,152.4
91.44,172.7
156.0,153.7
170.0,169.0
161.5,155.5
148.0,158.0
160.0,162.0
165.0,175.0
174.0,171.0
178.0,183.0
153.8948717948718,160.0
189.0,190.0
30.0,163.0
153.8948717948718,204.30740088105728
156.0,159.0
120.0,158.0
162.0,162.0
150.0,150.0
1.43,147.3
173.2,172.5
72.0,169.0
170.0,160.0
168.0,163.0
182.0,180.0
185.0,169.0
150.0,125.0
153.8948717948718,204.30740088105728
169.0,155.0
70.0,180.0
0.0,0.0
74.0,74.0
150.0,150.0
179.5,175.5
153.8948717948718,204.30740088105728
87.0,77.0
138.5,140.0
142.0,150.0
134.0,145.0
172.0,170.0
157.0,157.0
167.0,168.0
143.0,154.0
138.0,141.0
153.8948717948718,170.0
130.0,134.0
176.0,169.0
146.0,158.0
159.8,162.5
190.0,198.0
172.0,176.0
0.77,204.30740088105728
177.0,171.0
177.5,167.0
153.8948717948718,204.30740088105728
158.0,157.0
184.4,180.0
152.0,150.0
168.0,168.0
153.8948717948718,204.30740088105728
152.0,154.0
164.0,168.0
163.0,168.0
175.8,177.8
163.0,153.0
186.0,177.8
157.0,154.0
170.5,169.0
185.0,185.0
156.0,154.0
165.0,150.0
150.8,152.4
12.0,12.0
172.0,162.0
168.0,174.0
170.0,170.0
150.0,144.0
150.0,177.0
148.0,155.0
76.0,170.0
140.0,140.0
167.0,170.0
176.0,168.0
174.0,176.0
152.4,158.0
153.8948717948718,204.30740088105728
163.0,167.0
156.0,159.0
153.8948717948718,204.30740088105728
164.0,154.9
144.0,147.0
153.8948717948718,204.30740088105728
164.0,164.0
153.8948717948718,5.0
157.0,152.0
66.0,175.0
157.0,150.0
153.8948717948718,204.30740088105728
168.0,168.0
154.0,159.0
162.0,162.6
155.0,158.0
180.0,178.0
173.0,172.0
150.0,149.0
143.0,150.0
169.0,175.0
147.5,150.0
170.0,65.0
154.0,157.0
157.0,165.0
79.0,169.0
172.0,168.0
167.0,160.0
130.0,160.0
166.0,167.0
0.0,0.0
189.0,183.0
183.0,179.0
153.8948717948718,204.30740088105728
153.8948717948718,177.0
152.0,152.0
172.0,164.0
171.0,170.0
4.9,5.0
180.0,171.0
160.0,190.0
158.0,158.0
165.0,166.5
160.0,159.0
168.0,172.0
177.0,174.0
162.0,168.0
172.0,169.0
153.8948717948718,167.0
181.0,174.0
153.8948717948718,160.0
167.0,167.0
200.0,191.0
84.0,178.0
28.1,185.0
195.0,173.0
63.0,136.0
193.0,175.2
174.0,171.0
179.0,181.0
26.0,167.0
155.0,160.0
7.0,12.7
168.0,163.0
60.96,147.0
180.0,176.0
153.8948717948718,204.30740088105728
140.0,150.0
168.8,167.5
153.8948717948718,204.30740088105728
80.0,5.0
153.8948717948718,204.30740088105728
153.8948717948718,204.30740088105728
153.8948717948718,204.30740088105728
170.0,166.0
142.0,161.0
149.9,160.7
240.0,171.0
150.0,167.0
150.0,144.0
153.8948717948718,204.30740088105728
184.0,166.0
29.0,22.0
161.0,158.0
153.8948717948718,204.30740088105728
153.8948717948718,158.0
165.0,165.0
65.0,164.0
161.5,162.5
181.0,176.0
180.0,171.0
175.0,180.0
153.8948717948718,204.30740088105728
146.0,152.0
153.8948717948718,5.3
183.0,173.0
162.0,168.0
179.0,180.0
165.0,160.0
173.0,172.0
93.0,188.0
153.8948717948718,21379.0
159.0,159.0
184.0,168.0
150.0,153.0
175.0,182.0
193.0,196.0
153.8948717948718,164.0
178.0,172.0
172.5,170.0
177.0,178.0
161.0,148.0
178.8,165.0
153.8948717948718,204.30740088105728
175.0,171.0
164.0,163.0
173.0,175.0
186.0,175.0
157.0,170.2
185.0,183.0
122.0,162.0
182.0,183.0
162.0,157.4
187.0,220.0
163.0,158.32289592760182
180.3,175.3
136.0,150.0
168.0,165.0
162.0,173.0
161.0,157.0
183.5,183.5
167.4,168.6
179.0,198.0
155.0,154.0
321.0,6.0
200.0,175.0
156.0,146.0
196.0,193.0
181.0,168.0
181.0,172.0
176.0,175.0
163.0,168.0
190.5,158.32289592760182
147.0,161.0
146.03108747044917,180.3
182.0,170.0
146.03108747044917,152.4
170.0,165.0
192.0,186.0
162.0,170.0
40.0,60.0
180.0,185.0
56.0,196.0
50.0,158.32289592760182
180.0,158.32289592760182
163.0,165.0
160.0,160.2
146.03108747044917,158.32289592760182
173.0,169.5
163.0,163.0
146.03108747044917,14.98
67.0,170.0
155.0,173.0
160.0,168.0
82.0,175.0
161.0,150.0
180.0,183.0
56.0,173.0
40.0,170.0
154.0,152.0
146.03108747044917,158.32289592760182
146.03108747044917,158.32289592760182
177.0,174.0
170.0,180.0
146.03108747044917,195.0
164.0,160.0
2.0,5.0
77.0,150.0
146.03108747044917,154.9
182.8,177.8
162.5,162.5
146.0,162.0
6.0,182.0
178.0,175.0
28.0,158.32289592760182
163.0,165.0
152.0,155.0
146.03108747044917,176.0
145.0,157.4
55.0,175.0
165.0,1.68
184.0,177.8
146.03108747044917,172.7
180.0,187.0
176.5,172.0
178.0,176.0
140.0,162.0
147.0,146.0
175.3,172.0
163.0,167.0
160.0,160.0
160.0,165.0
139.0,156.0
174.0,174.0
170.0,174.0
120.0,158.32289592760182
120.0,158.32289592760182
171.0,180.0
153.0,153.0
165.0,165.0
182.0,178.0
175.0,178.0
100.0,150.0
174.0,180.0
146.03108747044917,182.8
146.03108747044917,158.32289592760182
148.0,147.0
60.0,152.0
28.0,151.0
106.0,178.0
171.0,177.0
150.0,150.0
170.0,164.0
154.9,167.6
171.0,175.0
150.0,154.0
196.0,184.0
146.03108747044917,157.4
162.9,180.3
171.0,165.0
67.0,195.0
146.03108747044917,147.3
188.0,175.3
12.0,184.0
146.03108747044917,155.0
169.5,165.0
189.0,189.0
168.0,168.0
162.5,155.0
157.4,162.5
130.0,168.0
146.03108747044917,158.32289592760182
164.0,160.0
180.0,183.0
168.0,174.0
170.0,171.0
152.4,158.32289592760182
117.0,155.0
165.5,172.0
68.58,165.1
137.0,138.0
177.0,175.0
54.0,168.0
183.0,128.0
146.03108747044917,68.0
145.0,150.0
162.5,158.32289592760182
146.03108747044917,178.0
157.0,165.0
137.0,142.0
64.0,63.0
182.0,172.0
157.5,162.6
172.7,172.7
146.03108747044917,180.3
151.0,156.0
172.0,180.3
129.5,70.0
149.0,153.0
146.03108747044917,149.9
183.0,183.0
83.5,177.8
145.0,160.0
170.2,170.2
154.0,149.0
167.0,69.0
161.0,165.0
165.0,173.0
1.0,185.0
153.6,160.0
146.03108747044917,158.32289592760182
161.0,150.0
172.0,181.0
181.0,172.0
146.03108747044917,162.0
160.0,160.0
146.03108747044917,158.32289592760182
170.0,164.0
178.0,178.0
154.0,160.2
20.0,158.32289592760182
150.0,150.0
124.0,180.0
148.9,149.8
167.6,162.0
184.0,177.0
150.0,150.0
167.6,1.65
82.29,162.5
185.0,1.78
156.0,167.0
152.4,154.9
100.5,1.85
146.03108747044917,158.32289592760182
160.0,160.0
147.0,145.0
146.03108747044917,167.6
146.03108747044917,158.32289592760182
130.0,140.0
145.0,152.0
155.0,150.0
171.0,75.0
174.0,171.0
12.0,158.32289592760182
152.0,178.0
190.5,185.4
176.0,176.0
177.0,175.0
160.0,160.0
180.0,180.0
76.0,175.0
158.0,175.3
177.0,174.0
156.0,160.0
170.0,170.0
146.03108747044917,158.32289592760182
146.03108747044917,183.0
124.0,63.0
171.0,167.4
70.5,69.0
158.0,170.0
180.0,181.0
84.0,170.5
146.03108747044917,160.0
145.0,156.0
146.03108747044917,160.0
146.03108747044917,157.4
77.0,69.0
146.03108747044917,170.1
22.0,64.0
9.0,25.0
174.0,176.0
179.0,190.0
143.0,143.0
146.03108747044917,158.32289592760182
166.0,176.0
143.0,157.4
175.0,164.0
170.2,165.1
145.0,154.0
150.0,157.0
146.03108747044917,180.0
50.0,158.32289592760182
146.03108747044917,175.0
171.0,163.2
165.0,164.0
160.0,160.0
74.0,72.0
150.0,166.0
152.0,155.0
193.0,193.0
66.0,180.0
166.0,171.0
145.0,152.0
170.0,168.0
157.0,157.0
146.03108747044917,158.32289592760182
177.0,177.0
173.0,162.0
190.0,181.0
160.0,152.0
175.0,170.0
157.0,158.0
146.03108747044917,164.0
57.0,144.7
141.0,152.5
174.0,152.4
146.03108747044917,158.32289592760182
146.03108747044917,158.32289592760182
65.0,173.0
182.0,170.1
160.0,95.0
146.03108747044917,158.32289592760182
162.0,152.0
110.5,157.0
188.0,190.0
169.0,168.0
230.0,175.0
170.0,170.0
43.18,190.5
155.0,153.0
190.0,190.0
169.0,161.0
36.0,158.32289592760182
172.5,172.0
180.0,177.8
152.0,160.0
163.0,165.0
146.03108747044917,158.32289592760182
158.0,154.4
135.0,163.0
146.03108747044917,158.32289592760182
170.0,175.0
45.0,162.5
173.0,167.0
135.0,22.0
144.7,152.4
146.03108747044917,175.0
155.0,51.0
135.0,56.0
170.0,175.3
146.03108747044917,165.5
162.0,160.0
171.0,168.0
79.0,177.0
146.03108747044917,158.32289592760182
151.0,158.32289592760182
156.0,156.0
146.03108747044917,157.0
147.0,151.0
150.0,160.0
168.0,170.0
86.0,172.0
146.03108747044917,164.0
150.0,149.0
153.0,152.0
146.03108747044917,158.32289592760182
75.0,180.3
164.0,171.4
78.0,177.8
164.0,160.0
146.03108747044917,175.2
146.03108747044917,152.4
146.03108747044917,158.32289592760182
54.0,160.0
146.03108747044917,158.32289592760182
60.0,158.32289592760182
147.0,157.0
170.0,176.0
166.0,160.2
146.03108747044917,154.2
166.0,166.0
146.03108747044917,136.0
176.0,176.0
146.03108747044917,14.98
169.0,169.0
146.03108747044917,177.5
158.0,158.0
160.0,158.32289592760182
171.0,172.0
162.0,149.8
160.0,165.0
65.0,158.32289592760182
162.0,170.0
24.0,157.5
185.0,180.3
165.0,170.2
180.0,163.0
146.03108747044917,176.0
60.0,180.0
168.0,163.0
500.0,188.0
154.0,142.0
134.0,131.0
182.0,188.0
168.0,173.0
146.03108747044917,158.32289592760182
150.0,156.0
183.0,162.5
90.0,162.0
7.0,5.0
146.03108747044917,150.0
48.0,60.0
160.0,165.0
158.0,152.0
159.0,160.0
178.0,178.0
97.0,198.1
151.5,167.6
175.0,177.8
149.0,152.0
173.0,173.0
177.8,180.0
159.0,153.0
146.03108747044917,158.32289592760182
152.0,166.0
99.0,173.0
193.0,195.0
177.0,158.32289592760182
158.0,159.0
183.0,196.0
7.0,158.32289592760182
152.0,150.0
149.0,145.0
148.0,150.0
156.0,162.0
146.03108747044917,158.32289592760182
152.4,157.5
200.0,183.0
146.03108747044917,158.32289592760182
190.0,176.0
155.0,160.0
159.0,178.0
155.0,158.32289592760182
135.0,157.0
165.0,173.0
200.0,138.0
163.0,162.0
190.0,182.8
154.0,160.0
148.0,155.0
146.03108747044917,158.32289592760182
192.0,182.0
178.0,168.0
147.0,145.0
138.0,136.0
7.5,151.0
165.1,165.1
180.0,177.0
179.0,158.32289592760182
70.5,182.0
146.03108747044917,158.32289592760182
172.0,167.6
195.0,195.0
146.03108747044917,152.4
146.03108747044917,158.32289592760182
178.0,172.0
164.0,168.0
168.5,154.0
175.0,160.2
175.0,172.0
117.0,155.0
146.0,144.8
161.5,167.6
174.0,171.0
65.0,160.0
142.0,143.0
150.0,162.0
178.0,168.0
15.0,22.0
160.0,160.0
83.0,172.0
164.0,162.6
154.0,154.0
146.03108747044917,157.0
167.0,167.0
85.0,152.4
180.0,177.8
95.0,176.0
146.03108747044917,165.0
58.0,154.0
146.03108747044917,158.32289592760182
173.0,175.0
146.03108747044917,158.32289592760182
146.03108747044917,158.32289592760182
176.0,172.0
149.0,155.0
150.0,158.0
159.0,159.0
134.0,134.0
180.0,180.0
147.0,147.0
154.0,155.0
162.0,162.0
175.0,70.0
150.0,165.0
146.03108747044917,158.32289592760182
160.0,172.0
168.0,188.0
152.0,158.0
170.0,170.0
163.0,152.0
173.0,173.0
161.0,170.2
184.0,182.0
158.0,159.0
155.0,158.0
37.0,162.0
168.0,178.0
34.0,158.32289592760182
146.03108747044917,158.32289592760182
61.0,152.4
172.0,177.9
146.03108747044917,158.32289592760182
142.0,140.0
165.0,159.4
149.0,145.0
160.0,168.0
30.0,500.0
166.0,166.0
56.0,159.0
147.0,157.0
177.5,172.7
160.0,159.0
152.5,177.8
158.0,162.5
146.03108747044917,158.32289592760182
10.0,11.0
69.0,172.2
162.0,164.0
48.0,62.4
171.0,176.0
169.0,157.4
163.0,170.0
146.03108747044917,6.0
185.0,189.0
167.0,175.0
160.0,160.0
167.0,162.0
147.0,162.0
168.0,163.0
65.0,160.0
160.0,155.0
146.03108747044917,158.32289592760182
169.0,166.0
166.0,180.0
180.0,187.0
78.0,175.0
175.0,176.0
153.0,182.0
169.0,169.0
160.0,160.0
181.0,180.3
181.5,175.0
24.0,54.0
59.0,65.0
167.0,175.0
100.0,175.5
65.0,167.0
173.0,173.0
163.0,161.0
155.1876688453159,174.14386892177586
162.0,164.0
182.0,178.0
130.0,185.0
100.0,162.6
193.0,188.0
171.0,170.0
170.0,172.0
170.0,170.0
164.0,152.7
184.0,185.0
170.0,170.0
39.0,174.14386892177586
168.0,178.0
177.2,171.0
169.0,164.0
159.5,160.0
170.0,170.0
154.0,154.0
160.0,151.0
171.0,180.0
164.0,168.0
187.0,185.0
177.8,182.0
73.0,174.14386892177586
154.0,156.0
180.0,188.0
161.0,156.2
157.5,162.2
174.0,172.0
169.0,167.0
164.0,165.0
152.0,155.0
160.0,175.0
178.0,172.5
183.0,181.0
170.0,177.0
151.0,170.0
168.0,165.0
162.0,161.0
183.0,168.0
187.0,182.0
178.0,180.0
164.5,160.0
58.0,152.4
170.1,170.1
82.0,181.0
65.0,165.0
152.0,157.0
181.0,168.0
182.0,168.0
57.0,62.0
147.3,152.4
172.0,172.0
187.5,182.0
183.0,175.0
156.0,156.0
155.1876688453159,175.0
160.0,160.0
191.0,190.0
58.0,61.0
60.0,183.0
155.1876688453159,164.0
145.0,174.14386892177586
176.0,155.0
180.0,177.0
165.0,170.0
165.1,167.6
168.0,65.5
100.0,164.0
175.0,168.0
193.0,185.0
76.0,157.0
164.0,161.0
154.5,167.6
153.0,161.0
155.1876688453159,174.14386892177586
160.2,160.2
153.2,157.3
145.0,154.0
182.0,168.0
175.0,175.0
167.0,168.0
180.0,188.0
156.0,159.0
72.0,175.0
192.0,188.0
162.0,169.0
160.0,152.0
176.5,170.2
172.8,164.3
155.1876688453159,174.14386892177586
144.0,149.0
165.0,155.0
152.0,163.0
160.0,180.0
156.0,153.0
169.0,167.0
174.0,175.2
61.0,170.0
176.0,165.1
176.0,171.0
155.1876688453159,157.0
155.1876688453159,1830.0
145.0,154.5
155.1876688453159,162.5
193.0,193.0
150.0,152.0
159.0,157.0
193.0,191.0
170.0,177.0
183.0,173.0
176.0,177.8
70.0,188.0
155.1876688453159,174.14386892177586
173.0,174.0
127.0,174.14386892177586
167.5,167.2
150.0,160.0
168.0,168.0
160.0,158.0
155.0,163.0
160.0,165.1
182.0,186.0
183.0,182.0
177.5,177.5
177.0,172.5
183.0,14.7
183.0,180.5
71.0,71.0
177.8,177.8
109.0,110.0
170.0,175.0
170.5,176.0
155.1876688453159,140.0
180.3,180.3
171.0,170.0
188.5,189.0
152.0,152.4
159.0,152.0
157.0,155.0
177.0,172.5
160.0,182.0
158.0,158.0
182.0,178.0
181.0,176.0
179.0,188.0
68.5,177.5
156.0,174.14386892177586
148.0,156.0
165.0,165.0
160.0,170.0
156.2,160.0
188.0,111.0
159.5,161.0
170.0,170.0
186.0,165.0
74.0,166.0
170.0,176.0
183.0,186.0
155.1876688453159,174.14386892177586
198.0,175.0
182.0,175.0
150.0,154.0
189.0,182.0
150.0,170.0
193.0,185.0
155.1876688453159,174.14386892177586
183.0,188.0
183.0,183.0
27.0,169.0
177.0,177.0
170.5,182.8
152.0,160.0
170.0,175.0
153.0,170.0
176.0,176.0
151.0,143.0
199.0,152.0
177.5,180.0
20.0,155.0
162.0,159.0
57.0,157.0
160.0,165.0
173.0,168.0
158.0,165.0
185.0,185.0
152.0,159.0
161.0,153.0
182.0,175.0
169.0,2100.0
182.0,178.0
157.0,154.0
180.0,180.0
157.0,154.5
155.1876688453159,510.0
152.4,170.2
170.0,170.0
170.0,164.0
185.0,179.0
157.0,157.0
75.0,161.0
203.0,191.0
130.0,185.0
197.0,167.0
157.0,165.0
169.0,174.0
170.0,165.0
155.1876688453159,159.0
182.0,182.0
117.0,178.0
168.0,168.5
165.0,168.0
174.0,194.0
151.0,175.0
178.0,173.0
176.0,178.0
103.0,137.0
46.0,175.0
100.0,153.4
155.1876688453159,174.14386892177586
65.0,67.0
161.0,31.0
182.9,182.8
171.0,165.0
167.0,65.0
139.0,136.0
180.0,174.14386892177586
155.1876688453159,175.0
142.0,150.0
90.0,160.0
155.1876688453159,174.14386892177586
162.5,162.5
161.0,61.0
17.0,174.14386892177586
144.0,159.0
155.1876688453159,165.0
154.0,160.0
48.0,139.0
172.0,180.0
185.0,172.0
178.0,178.0
181.0,182.0
200.0,172.0
186.0,187.0
160.0,190.0
174.0,174.0
172.0,170.0
160.0,165.0
169.0,170.0
160.0,160.0
184.0,178.0
160.0,160.0
157.5,167.0
177.0,168.0
159.0,152.0
93.0,187.9
172.0,172.0
183.0,167.6
152.0,180.3
158.5,162.0
168.0,172.0
99.0,155.0
180.0,177.0
177.5,177.5
95.0,146.0
152.0,153.0
147.0,150.0
192.0,187.0
202.0,185.0
159.0,169.0
172.0,169.0
142.0,155.0
172.0,172.0
150.0,152.0
168.0,165.0
142.0,171.0
186.6,177.8
152.0,158.0
161.0,159.0
172.0,176.0
182.0,177.8
150.0,173.0
170.2,170.1
130.0,149.8
152.0,155.0
53.84,182.8
176.0,173.0
151.0,143.0
161.0,158.7
181.0,182.0
185.0,180.0
155.1876688453159,155.0
166.0,167.0
158.5,164.6
185.0,185.0
182.0,184.0
177.0,177.0
155.1876688453159,173.0
33.8,165.1
130.0,185.0
35.0,174.14386892177586
180.0,175.0
175.0,170.0
140.0,144.0
155.1876688453159,163.0
174.0,170.0
183.0,183.0
154.0,157.0
155.1876688453159,152.4
178.0,173.7
57.0,154.0
152.0,158.0
172.0,164.0
189.0,193.0
155.1876688453159,180.0
61.0,178.0
181.0,187.0
165.0,171.0
60.0,157.5
173.0,5.7
181.0,168.0
120.0,170.0
172.0,172.0
167.0,169.0
163.0,163.0
40.0,142.0
189.0,187.0
156.0,161.0
187.9,187.9
89.0,174.14386892177586
163.0,176.0
165.1,177.8
183.0,188.0
174.0,172.0
154.0,154.4
167.0,173.0
155.1876688453159,185.9
155.1876688453159,174.14386892177586
169.0,116.0
167.0,168.0
128.0,141.0
155.1876688453159,149.0
157.5,173.7
175.0,183.0
155.1876688453159,125.0
152.0,180.3
178.0,180.0
155.1876688453159,145.0
175.0,172.0
177.0,175.3
172.9,181.0
158.0,157.0
158.0,153.0
178.0,178.0
145.0,6.75
58.0,162.5
64.0,174.14386892177586
183.0,180.0
184.0,182.8
163.0,164.0
175.0,162.2
161.0,640.0
147.0,155.0
176.0,174.0
155.0,173.0
156.0,55.0
190.0,188.0
155.1876688453159,175.0
173.0,175.0
152.0,157.0
164.0,167.0
168.0,170.0
178.0,178.0
155.1876688453159,182.0
147.0,155.0
191.0,191.0
177.0,178.0
176.0,173.0
158.0,165.0
176.0,175.0
155.1876688453159,162.5
139.0,147.0
169.0,171.0
159.5,157.5
147.0,155.0
100.0,200.0
177.0,180.3
160.0,171.0
186.0,183.0
150.0,149.0
176.0,175.0
164.0,158.0
118.0,175.0
175.0,175.0
168.0,173.0
182.0,176.0
140.0,139.0
191.0,180.0
170.0,170.0
183.0,180.3
170.0,177.0
155.1876688453159,162.0
193.0,195.0
130.0,124.0
125.0,153.0
124.0,152.0
182.0,183.0
170.0,170.0
155.1876688453159,160.2
71.0,65.5
164.0,164.0
152.0,157.0
179.5,179.0
163.0,177.0
130.0,174.14386892177586
194.0,181.0
178.0,175.0
50.0,165.0
177.0,178.0
157.0,162.0
155.1876688453159,174.14386892177586
168.0,165.1
161.0,179.0
68.0,165.0
70.0,169.0
204.0,182.0
166.0,165.0
187.0,188.0
55.0,153.0
165.0,165.0
167.0,172.0
182.0,188.0
159.0,161.0
165.0,160.0
170.2,168.0
62.0,174.14386892177586
184.0,179.0
61.0,132.8
155.1876688453159,174.14386892177586
181.5,174.0
165.0,165.0
155.1876688453159,160.0
165.0,172.0
173.0,175.0
155.1876688453159,180.0
155.1876688453159,163.0
67.0,180.0
172.0,179.0
155.1876688453159,174.14386892177586
172.0,173.0
147.0,152.0
167.0,166.0
160.0,157.0
171.0,167.0
180.3,177.8
182.8,178.0
155.1876688453159,174.14386892177586
150.0,173.0
150.0,154.0
182.5,182.9
174.0,174.0
182.8,177.8
184.1,191.7
182.0,176.0
157.4,157.4
190.0,185.0
151.0,164.0
152.0,180.3
155.1876688453159,164.5
155.0,175.0
190.0,180.0
189.0,185.4
150.0,160.0
155.0,164.0
185.4,180.3
184.0,181.0
160.0,174.14386892177586
161.0,157.0
153.0,157.0
150.0,180.0
160.0,58.0
175.0,176.0
92.0,134.0
158.0,168.0
180.0,180.0
192.0,190.5
7.0,174.14386892177586
